scheduled_date,player_name,position,team_market,rec_rec,rec_yds,targets,grades_pass_route,pff_snaps,avg_depth_of_target,drop_rate,route_rate,slot_rate,wide_rate,yards_per_reception,yprr
2024-09-21,Dean Patterson,WR,Florida International,1,9,86.0,74.8,679.0,10.8,10.5,92.5,24.9,74.8,13.6,2.01
2024-09-21,Eric Rivers,WR,Florida International,1,20,97.0,85.6,614.0,15.1,10.1,92.4,13.8,86.2,18.8,3.57
2024-09-21,Darius Taylor,RB,Minnesota,1,11,62.0,78.1,557.0,0.7,5.3,76.8,4.1,4.4,6.5,1.42
2024-09-21,Jameson Geers,TE,Minnesota,1,2,40.0,55.7,504.0,8.8,15.2,89.8,40.7,7.2,10.4,1.06
2024-09-21,Daniel Jackson,WR,Minnesota,1,20,115.0,75.8,651.0,11.6,6.3,95.7,25.7,74.0,11.5,2.15
2024-09-21,Jacob Gill,WR,Iowa,1,8,47.0,66.2,602.0,9.2,7.9,96.7,33.5,66.5,11.7,1.58
2024-09-21,Daniel Jackson,WR,Minnesota,1,7,115.0,75.8,651.0,11.6,6.3,95.7,25.7,74.0,11.5,2.15
2024-09-21,Daniel Jackson,WR,Minnesota,1,16,115.0,75.8,651.0,11.6,6.3,95.7,25.7,74.0,11.5,2.15
2024-09-21,Daniel Jackson,WR,Minnesota,1,9,115.0,75.8,651.0,11.6,6.3,95.7,25.7,74.0,11.5,2.15
2024-09-21,Daniel Jackson,WR,Minnesota,1,7,115.0,75.8,651.0,11.6,6.3,95.7,25.7,74.0,11.5,2.15
2024-09-21,Jameson Geers,TE,Minnesota,1,3,40.0,55.7,504.0,8.8,15.2,89.8,40.7,7.2,10.4,1.06
2024-09-21,Daniel Jackson,WR,Minnesota,1,6,115.0,75.8,651.0,11.6,6.3,95.7,25.7,74.0,11.5,2.15
2024-09-21,Daniel Jackson,WR,Minnesota,1,28,115.0,75.8,651.0,11.6,6.3,95.7,25.7,74.0,11.5,2.15
2024-09-21,Jameson Geers,TE,Minnesota,1,4,40.0,55.7,504.0,8.8,15.2,89.8,40.7,7.2,10.4,1.06
2024-09-21,Elijah Spencer,WR,Minnesota,1,11,71.0,73.5,588.0,12.7,3.7,95.9,58.0,42.0,13.2,1.81
2024-09-21,Daniel Jackson,WR,Minnesota,1,6,115.0,75.8,651.0,11.6,6.3,95.7,25.7,74.0,11.5,2.15
2024-09-21,Elijah Spencer,WR,Minnesota,1,8,71.0,73.5,588.0,12.7,3.7,95.9,58.0,42.0,13.2,1.81
2024-09-21,Darius Taylor,RB,Minnesota,1,2,62.0,78.1,557.0,0.7,5.3,76.8,4.1,4.4,6.5,1.42
2024-09-21,Daniel Jackson,WR,Minnesota,1,13,115.0,75.8,651.0,11.6,6.3,95.7,25.7,74.0,11.5,2.15
2024-09-22,Jonah Panoke,WR,Hawai'i,1,13,62.0,57.2,502.0,13.6,10.8,94.9,3.2,96.8,11.7,1.09
2024-09-22,Nick Cenacle,WR,Hawai'i,1,3,95.0,67.2,610.0,10.6,6.0,95.9,95.5,4.5,11.5,1.61
2024-09-22,Pofele Ashlock,WR,Hawai'i,1,16,104.0,59.8,564.0,9.3,17.6,95.5,96.9,3.1,10.2,1.53
2024-09-22,Jonah Panoke,WR,Hawai'i,1,24,62.0,57.2,502.0,13.6,10.8,94.9,3.2,96.8,11.7,1.09
2024-09-22,Pofele Ashlock,WR,Hawai'i,1,1,104.0,59.8,564.0,9.3,17.6,95.5,96.9,3.1,10.2,1.53
2024-09-22,Nick Cenacle,WR,Hawai'i,1,6,95.0,67.2,610.0,10.6,6.0,95.9,95.5,4.5,11.5,1.61
2024-09-22,Nick Cenacle,WR,Hawai'i,1,7,95.0,67.2,610.0,10.6,6.0,95.9,95.5,4.5,11.5,1.61
2024-09-22,Pofele Ashlock,WR,Hawai'i,1,6,104.0,59.8,564.0,9.3,17.6,95.5,96.9,3.1,10.2,1.53
2024-09-22,Nick Cenacle,WR,Hawai'i,1,14,95.0,67.2,610.0,10.6,6.0,95.9,95.5,4.5,11.5,1.61
2024-09-22,Alex Perry,WR,Hawai'i,1,15,41.0,53.2,403.0,11.8,15.4,94.8,5.5,94.5,8.9,0.71
2024-09-22,Pofele Ashlock,WR,Hawai'i,1,17,104.0,59.8,564.0,9.3,17.6,95.5,96.9,3.1,10.2,1.53
2024-09-22,Nick Cenacle,WR,Hawai'i,1,20,95.0,67.2,610.0,10.6,6.0,95.9,95.5,4.5,11.5,1.61
2024-09-22,Pofele Ashlock,WR,Hawai'i,1,3,104.0,59.8,564.0,9.3,17.6,95.5,96.9,3.1,10.2,1.53
2024-09-22,Pofele Ashlock,WR,Hawai'i,1,5,104.0,59.8,564.0,9.3,17.6,95.5,96.9,3.1,10.2,1.53
2024-09-22,Nick Cenacle,WR,Hawai'i,1,-1,95.0,67.2,610.0,10.6,6.0,95.9,95.5,4.5,11.5,1.61
2024-09-22,Jonah Panoke,WR,Hawai'i,1,6,62.0,57.2,502.0,13.6,10.8,94.9,3.2,96.8,11.7,1.09
2024-09-22,Pofele Ashlock,WR,Hawai'i,1,10,104.0,59.8,564.0,9.3,17.6,95.5,96.9,3.1,10.2,1.53
2024-09-22,Nick Cenacle,WR,Hawai'i,1,9,95.0,67.2,610.0,10.6,6.0,95.9,95.5,4.5,11.5,1.61
2024-09-22,Nick Cenacle,WR,Hawai'i,1,1,95.0,67.2,610.0,10.6,6.0,95.9,95.5,4.5,11.5,1.61
2024-09-22,Pofele Ashlock,WR,Hawai'i,1,7,104.0,59.8,564.0,9.3,17.6,95.5,96.9,3.1,10.2,1.53
2024-09-22,Pofele Ashlock,WR,Hawai'i,1,4,104.0,59.8,564.0,9.3,17.6,95.5,96.9,3.1,10.2,1.53
2024-09-22,Pofele Ashlock,WR,Hawai'i,1,5,104.0,59.8,564.0,9.3,17.6,95.5,96.9,3.1,10.2,1.53
2024-09-22,Jonah Panoke,WR,Hawai'i,1,17,62.0,57.2,502.0,13.6,10.8,94.9,3.2,96.8,11.7,1.09
2024-09-22,Nick Cenacle,WR,Hawai'i,1,4,95.0,67.2,610.0,10.6,6.0,95.9,95.5,4.5,11.5,1.61
2024-09-21,Adrian Norton,WR,Akron,1,7,84.0,69.8,682.0,15.7,10.6,94.7,7.6,92.2,19.7,1.95
2024-09-21,Adrian Norton,WR,Akron,1,1,84.0,69.8,682.0,15.7,10.6,94.7,7.6,92.2,19.7,1.95
2024-09-21,Joshua Simon,TE,South Carolina,1,17,55.0,72.9,703.0,6.5,4.8,81.1,26.4,4.9,13.0,1.65
2024-09-21,Israel Polk,WR,Akron,1,6,45.0,56.6,363.0,9.0,4.0,94.7,96.7,3.3,8.4,0.86
2024-09-21,Adrian Norton,WR,Akron,1,6,84.0,69.8,682.0,15.7,10.6,94.7,7.6,92.2,19.7,1.95
2024-09-21,Nyck Harbor,WR,South Carolina,1,9,42.0,65.0,566.0,16.0,3.7,93.3,14.4,85.6,14.5,1.35
2024-09-21,Jake Newell,TE,Akron,1,8,47.0,59.0,540.0,2.8,2.8,87.9,5.8,10.4,7.3,0.83
2024-09-21,Jake Newell,TE,Akron,1,15,47.0,59.0,540.0,2.8,2.8,87.9,5.8,10.4,7.3,0.83
2024-09-21,Adrian Norton,WR,Akron,1,42,84.0,69.8,682.0,15.7,10.6,94.7,7.6,92.2,19.7,1.95
2024-09-21,Nyck Harbor,WR,South Carolina,1,8,42.0,65.0,566.0,16.0,3.7,93.3,14.4,85.6,14.5,1.35
2024-09-21,Jake Newell,TE,Akron,1,1,47.0,59.0,540.0,2.8,2.8,87.9,5.8,10.4,7.3,0.83
2024-09-21,Christian Fitzpatrick,WR,Marshall,1,12,79.0,65.8,723.0,14.1,7.9,95.3,29.3,69.3,16.8,1.72
2024-09-21,Emeka Egbuka,WR,Ohio State,1,68,106.0,82.4,755.0,7.9,5.8,95.0,81.1,16.5,12.5,2.51
2024-09-21,Carnell Tate,WR,Ohio State,1,7,67.0,70.6,691.0,11.3,5.5,95.3,8.7,91.1,14.1,1.91
2024-09-21,Jeremiah Smith,WR,Ohio State,1,6,105.0,89.8,775.0,12.8,1.3,95.4,15.8,83.7,17.3,3.15
2024-09-21,Carnell Tate,WR,Ohio State,1,14,67.0,70.6,691.0,11.3,5.5,95.3,8.7,91.1,14.1,1.91
2024-09-21,Christian Fitzpatrick,WR,Marshall,1,15,79.0,65.8,723.0,14.1,7.9,95.3,29.3,69.3,16.8,1.72
2024-09-21,Emeka Egbuka,WR,Ohio State,1,8,106.0,82.4,755.0,7.9,5.8,95.0,81.1,16.5,12.5,2.51
2024-09-21,Emeka Egbuka,WR,Ohio State,1,28,106.0,82.4,755.0,7.9,5.8,95.0,81.1,16.5,12.5,2.51
2024-09-21,Emeka Egbuka,WR,Ohio State,1,7,106.0,82.4,755.0,7.9,5.8,95.0,81.1,16.5,12.5,2.51
2024-09-21,Emeka Egbuka,WR,Ohio State,1,6,106.0,82.4,755.0,7.9,5.8,95.0,81.1,16.5,12.5,2.51
2024-09-21,Jeremiah Smith,WR,Ohio State,1,11,105.0,89.8,775.0,12.8,1.3,95.4,15.8,83.7,17.3,3.15
2024-09-21,Jeremiah Smith,WR,Ohio State,1,53,105.0,89.8,775.0,12.8,1.3,95.4,15.8,83.7,17.3,3.15
2024-09-21,Carnell Tate,WR,Ohio State,1,13,67.0,70.6,691.0,11.3,5.5,95.3,8.7,91.1,14.1,1.91
2024-09-21,Carnell Tate,WR,Ohio State,1,30,67.0,70.6,691.0,11.3,5.5,95.3,8.7,91.1,14.1,1.91
2024-09-21,Tai Felton,WR,Maryland,1,3,143.0,80.2,769.0,9.9,7.7,93.8,29.3,70.7,11.7,2.32
2024-09-21,Tai Felton,WR,Maryland,1,11,143.0,80.2,769.0,9.9,7.7,93.8,29.3,70.7,11.7,2.32
2024-09-21,Tai Felton,WR,Maryland,1,3,143.0,80.2,769.0,9.9,7.7,93.8,29.3,70.7,11.7,2.32
2024-09-21,Tai Felton,WR,Maryland,1,4,143.0,80.2,769.0,9.9,7.7,93.8,29.3,70.7,11.7,2.32
2024-09-21,Kaden Prather,WR,Maryland,1,18,87.0,62.2,784.0,12.7,1.8,94.0,8.5,91.5,11.1,1.25
2024-09-21,Tai Felton,WR,Maryland,1,7,143.0,80.2,769.0,9.9,7.7,93.8,29.3,70.7,11.7,2.32
2024-09-21,Tai Felton,WR,Maryland,1,17,143.0,80.2,769.0,9.9,7.7,93.8,29.3,70.7,11.7,2.32
2024-09-21,Kaden Prather,WR,Maryland,1,13,87.0,62.2,784.0,12.7,1.8,94.0,8.5,91.5,11.1,1.25
2024-09-21,Tai Felton,WR,Maryland,1,12,143.0,80.2,769.0,9.9,7.7,93.8,29.3,70.7,11.7,2.32
2024-09-21,Tai Felton,WR,Maryland,1,0,143.0,80.2,769.0,9.9,7.7,93.8,29.3,70.7,11.7,2.32
2024-09-21,Octavian Smith Jr.,WR,Maryland,1,7,47.0,53.5,578.0,8.5,6.3,94.9,96.8,3.2,10.5,0.81
2024-09-21,Kaden Prather,WR,Maryland,1,-3,87.0,62.2,784.0,12.7,1.8,94.0,8.5,91.5,11.1,1.25
2024-09-21,Tai Felton,WR,Maryland,1,23,143.0,80.2,769.0,9.9,7.7,93.8,29.3,70.7,11.7,2.32
2024-09-21,Kaden Prather,WR,Maryland,1,13,87.0,62.2,784.0,12.7,1.8,94.0,8.5,91.5,11.1,1.25
2024-09-21,Kaden Prather,WR,Maryland,1,17,87.0,62.2,784.0,12.7,1.8,94.0,8.5,91.5,11.1,1.25
2024-09-21,Kaden Prather,WR,Maryland,1,-1,87.0,62.2,784.0,12.7,1.8,94.0,8.5,91.5,11.1,1.25
2024-09-21,Tai Felton,WR,Maryland,1,11,143.0,80.2,769.0,9.9,7.7,93.8,29.3,70.7,11.7,2.32
2024-09-21,Tai Felton,WR,Maryland,1,-1,143.0,80.2,769.0,9.9,7.7,93.8,29.3,70.7,11.7,2.32
2024-09-21,Dylan Wade,TE,Maryland,1,37,43.0,67.0,436.0,9.2,9.4,88.3,39.1,6.7,12.9,1.42
2024-09-21,Roman Hemby,RB,Maryland,1,15,46.0,66.6,543.0,-0.8,2.4,75.1,3.0,8.0,6.9,1.01
2024-09-21,Tai Felton,WR,Maryland,1,9,143.0,80.2,769.0,9.9,7.7,93.8,29.3,70.7,11.7,2.32
2024-09-21,Tai Felton,WR,Maryland,1,-3,143.0,80.2,769.0,9.9,7.7,93.8,29.3,70.7,11.7,2.32
2024-09-21,Tai Felton,WR,Maryland,1,61,143.0,80.2,769.0,9.9,7.7,93.8,29.3,70.7,11.7,2.32
2024-09-21,Cam Coleman,WR,Auburn,1,13,54.0,69.3,551.0,15.2,7.5,95.9,5.9,94.1,16.2,1.84
2024-09-21,Malcolm Simmons,WR,Auburn,1,3,49.0,70.8,293.0,5.4,9.1,98.0,75.8,23.2,11.3,2.32
2024-09-21,KeAndre Lambert-Smith,WR,Auburn,1,9,80.0,80.4,623.0,13.7,5.7,96.0,14.3,85.4,19.6,2.7
2024-09-21,Andrew Armstrong,WR,Arkansas,1,8,118.0,89.4,689.0,11.8,4.9,96.7,9.3,90.7,14.6,2.81
2024-09-21,Isaiah Sategna,WR,Arkansas,1,17,54.0,63.4,601.0,11.7,5.1,95.8,92.6,7.2,13.2,1.27
2024-09-21,KeAndre Lambert-Smith,WR,Auburn,1,16,80.0,80.4,623.0,13.7,5.7,96.0,14.3,85.4,19.6,2.7
2024-09-21,Andrew Armstrong,WR,Arkansas,1,12,118.0,89.4,689.0,11.8,4.9,96.7,9.3,90.7,14.6,2.81
2024-09-21,Andrew Armstrong,WR,Arkansas,1,6,118.0,89.4,689.0,11.8,4.9,96.7,9.3,90.7,14.6,2.81
2024-09-21,Isaiah Sategna,WR,Arkansas,1,10,54.0,63.4,601.0,11.7,5.1,95.8,92.6,7.2,13.2,1.27
2024-09-21,Andrew Armstrong,WR,Arkansas,1,3,118.0,89.4,689.0,11.8,4.9,96.7,9.3,90.7,14.6,2.81
2024-09-21,Rivaldo Fairweather,TE,Auburn,1,9,50.0,58.9,530.0,10.2,6.1,83.7,52.6,3.8,12.0,1.29
2024-09-21,Rivaldo Fairweather,TE,Auburn,1,25,50.0,58.9,530.0,10.2,6.1,83.7,52.6,3.8,12.0,1.29
2024-09-21,Rivaldo Fairweather,TE,Auburn,1,-2,50.0,58.9,530.0,10.2,6.1,83.7,52.6,3.8,12.0,1.29
2024-09-21,KeAndre Lambert-Smith,WR,Auburn,1,54,80.0,80.4,623.0,13.7,5.7,96.0,14.3,85.4,19.6,2.7
2024-09-21,KeAndre Lambert-Smith,WR,Auburn,1,10,80.0,80.4,623.0,13.7,5.7,96.0,14.3,85.4,19.6,2.7
2024-09-21,Andrew Armstrong,WR,Arkansas,1,18,118.0,89.4,689.0,11.8,4.9,96.7,9.3,90.7,14.6,2.81
2024-09-21,Isaiah Sategna,WR,Arkansas,1,58,54.0,63.4,601.0,11.7,5.1,95.8,92.6,7.2,13.2,1.27
2024-09-21,Cam Coleman,WR,Auburn,1,2,54.0,69.3,551.0,15.2,7.5,95.9,5.9,94.1,16.2,1.84
2024-09-21,KeAndre Lambert-Smith,WR,Auburn,1,67,80.0,80.4,623.0,13.7,5.7,96.0,14.3,85.4,19.6,2.7
2024-09-21,Malcolm Simmons,WR,Auburn,1,10,49.0,70.8,293.0,5.4,9.1,98.0,75.8,23.2,11.3,2.32
2024-09-21,Rivaldo Fairweather,TE,Auburn,1,8,50.0,58.9,530.0,10.2,6.1,83.7,52.6,3.8,12.0,1.29
2024-09-21,Malcolm Simmons,WR,Auburn,1,7,49.0,70.8,293.0,5.4,9.1,98.0,75.8,23.2,11.3,2.32
2024-09-21,Malcolm Simmons,WR,Auburn,1,6,49.0,70.8,293.0,5.4,9.1,98.0,75.8,23.2,11.3,2.32
2024-09-21,Malcolm Simmons,WR,Auburn,1,18,49.0,70.8,293.0,5.4,9.1,98.0,75.8,23.2,11.3,2.32
2024-09-21,Barion Brown,WR,Kentucky,1,-2,47.0,64.3,414.0,13.1,12.1,92.3,14.0,83.6,12.4,1.89
2024-09-21,Dane Key,WR,Kentucky,1,16,92.0,81.6,626.0,13.9,4.1,90.9,21.0,77.7,15.2,2.47
2024-09-21,Barion Brown,WR,Kentucky,1,19,47.0,64.3,414.0,13.1,12.1,92.3,14.0,83.6,12.4,1.89
2024-09-21,Barion Brown,WR,Kentucky,1,0,47.0,64.3,414.0,13.1,12.1,92.3,14.0,83.6,12.4,1.89
2024-09-21,Dane Key,WR,Kentucky,1,15,92.0,81.6,626.0,13.9,4.1,90.9,21.0,77.7,15.2,2.47
2024-09-21,Coleman Owen,WR,Ohio,1,14,113.0,90.3,794.0,11.5,2.5,94.9,95.8,4.2,16.0,3.21
2024-09-21,Chase Hendricks,WR,Ohio,1,5,67.0,58.7,718.0,12.9,11.1,94.8,7.4,92.6,11.8,1.35
2024-09-21,Chase Hendricks,WR,Ohio,1,30,67.0,58.7,718.0,12.9,11.1,94.8,7.4,92.6,11.8,1.35
2024-09-21,Dane Key,WR,Kentucky,1,42,92.0,81.6,626.0,13.9,4.1,90.9,21.0,77.7,15.2,2.47
2024-09-21,Dane Key,WR,Kentucky,1,36,92.0,81.6,626.0,13.9,4.1,90.9,21.0,77.7,15.2,2.47
2024-09-21,Coleman Owen,WR,Ohio,1,13,113.0,90.3,794.0,11.5,2.5,94.9,95.8,4.2,16.0,3.21
2024-09-21,Barion Brown,WR,Kentucky,1,2,47.0,64.3,414.0,13.1,12.1,92.3,14.0,83.6,12.4,1.89
2024-09-21,Coleman Owen,WR,Ohio,1,0,113.0,90.3,794.0,11.5,2.5,94.9,95.8,4.2,16.0,3.21
2024-09-21,Dane Key,WR,Kentucky,1,6,92.0,81.6,626.0,13.9,4.1,90.9,21.0,77.7,15.2,2.47
2024-09-21,Coleman Owen,WR,Ohio,1,27,113.0,90.3,794.0,11.5,2.5,94.9,95.8,4.2,16.0,3.21
2024-09-21,Barion Brown,WR,Kentucky,1,9,47.0,64.3,414.0,13.1,12.1,92.3,14.0,83.6,12.4,1.89
2024-09-21,Dane Key,WR,Kentucky,1,14,92.0,81.6,626.0,13.9,4.1,90.9,21.0,77.7,15.2,2.47
2024-09-21,Dane Key,WR,Kentucky,1,16,92.0,81.6,626.0,13.9,4.1,90.9,21.0,77.7,15.2,2.47
2024-09-21,Jamoi Mayes,WR,Cincinnati,1,20,51.0,57.0,587.0,11.7,9.4,95.7,10.9,89.1,12.0,1.04
2024-09-21,Xzavier Henderson,WR,Cincinnati,1,19,99.0,69.4,674.0,12.0,12.1,95.3,8.0,92.0,12.7,2.01
2024-09-21,Joe Royer,TE,Cincinnati,1,22,75.0,68.7,657.0,8.3,3.8,87.6,49.8,1.5,10.4,1.48
2024-09-21,Stephon Johnson,WR,Houston,1,-4,45.0,68.5,435.0,7.2,3.0,95.3,53.4,46.2,12.6,1.8
2024-09-21,Joe Royer,TE,Cincinnati,1,9,75.0,68.7,657.0,8.3,3.8,87.6,49.8,1.5,10.4,1.48
2024-09-21,Xzavier Henderson,WR,Cincinnati,1,15,99.0,69.4,674.0,12.0,12.1,95.3,8.0,92.0,12.7,2.01
2024-09-21,Tony Johnson,WR,Cincinnati,1,17,68.0,66.7,560.0,8.4,4.0,95.9,77.4,22.6,9.3,1.37
2024-09-21,Stephon Johnson,WR,Houston,1,3,45.0,68.5,435.0,7.2,3.0,95.3,53.4,46.2,12.6,1.8
2024-09-21,Mekhi Mews,WR,Houston,1,3,44.0,59.4,464.0,6.7,6.5,94.4,73.9,25.7,8.7,1.08
2024-09-21,Joe Royer,TE,Cincinnati,1,10,75.0,68.7,657.0,8.3,3.8,87.6,49.8,1.5,10.4,1.48
2024-09-21,Willie McCoy,WR,UTSA,1,26,62.0,55.7,482.0,15.4,28.9,93.3,11.0,89.0,19.8,1.91
2024-09-21,Devin McCuin,WR,UTSA,1,15,63.0,73.6,402.0,7.1,2.1,96.4,37.1,62.9,9.0,1.73
2024-09-21,Devin McCuin,WR,UTSA,1,13,63.0,73.6,402.0,7.1,2.1,96.4,37.1,62.9,9.0,1.73
2024-09-21,Devin McCuin,WR,UTSA,1,5,63.0,73.6,402.0,7.1,2.1,96.4,37.1,62.9,9.0,1.73
2024-09-21,Patrick Overmyer,TE,UTSA,1,3,44.0,60.8,424.0,7.3,11.4,87.4,58.8,5.9,9.1,1.36
2024-09-21,Willie McCoy,WR,UTSA,1,59,62.0,55.7,482.0,15.4,28.9,93.3,11.0,89.0,19.8,1.91
2024-09-21,Chris Carpenter,WR,UTSA,1,21,63.0,58.9,589.0,11.1,13.3,94.3,38.0,61.5,12.5,1.41
2024-09-21,Chris Carpenter,WR,UTSA,1,6,63.0,58.9,589.0,11.1,13.3,94.3,38.0,61.5,12.5,1.41
2024-09-21,Chris Carpenter,WR,UTSA,1,2,63.0,58.9,589.0,11.1,13.3,94.3,38.0,61.5,12.5,1.41
2024-09-21,Devin McCuin,WR,UTSA,1,6,63.0,73.6,402.0,7.1,2.1,96.4,37.1,62.9,9.0,1.73
2024-09-21,Devin McCuin,WR,UTSA,1,4,63.0,73.6,402.0,7.1,2.1,96.4,37.1,62.9,9.0,1.73
2024-09-21,Houston Thomas,TE,UTSA,1,14,52.0,69.3,528.0,9.4,2.9,81.8,50.6,6.2,13.8,1.68
2024-09-21,Dean Connors,RB,Rice,1,9,78.0,68.4,543.0,0.8,7.6,81.4,8.1,12.4,8.0,1.61
2024-09-21,Braylen Walker,WR,Rice,1,7,55.0,54.0,465.0,10.6,12.0,95.6,15.7,84.0,12.0,0.82
2024-09-21,Matt Sykes,WR,Rice,1,15,101.0,70.6,724.0,10.7,7.1,96.0,10.9,89.1,12.0,1.64
2024-09-21,Dean Connors,RB,Rice,1,8,78.0,68.4,543.0,0.8,7.6,81.4,8.1,12.4,8.0,1.61
2024-09-21,Dean Connors,RB,Rice,1,6,78.0,68.4,543.0,0.8,7.6,81.4,8.1,12.4,8.0,1.61
2024-09-21,Dean Connors,RB,Rice,1,-3,78.0,68.4,543.0,0.8,7.6,81.4,8.1,12.4,8.0,1.61
2024-09-21,Dean Connors,RB,Rice,1,3,78.0,68.4,543.0,0.8,7.6,81.4,8.1,12.4,8.0,1.61
2024-09-21,Matt Sykes,WR,Rice,1,8,101.0,70.6,724.0,10.7,7.1,96.0,10.9,89.1,12.0,1.64
2024-09-21,Matt Sykes,WR,Rice,1,16,101.0,70.6,724.0,10.7,7.1,96.0,10.9,89.1,12.0,1.64
2024-09-21,Dean Connors,RB,Rice,1,1,78.0,68.4,543.0,0.8,7.6,81.4,8.1,12.4,8.0,1.61
2024-09-21,Matt Sykes,WR,Rice,1,13,101.0,70.6,724.0,10.7,7.1,96.0,10.9,89.1,12.0,1.64
2024-09-21,Dean Connors,RB,Rice,1,1,78.0,68.4,543.0,0.8,7.6,81.4,8.1,12.4,8.0,1.61
2024-09-21,Dean Connors,RB,Rice,1,6,78.0,68.4,543.0,0.8,7.6,81.4,8.1,12.4,8.0,1.61
2024-09-21,Matt Sykes,WR,Rice,1,18,101.0,70.6,724.0,10.7,7.1,96.0,10.9,89.1,12.0,1.64
2024-09-21,Matt Sykes,WR,Rice,1,12,101.0,70.6,724.0,10.7,7.1,96.0,10.9,89.1,12.0,1.64
2024-09-21,Kobie Campbell,WR,Rice,1,4,52.0,65.9,366.0,10.1,5.9,96.8,92.9,6.1,11.6,1.37
2024-09-21,Kobie Campbell,WR,Rice,1,9,52.0,65.9,366.0,10.1,5.9,96.8,92.9,6.1,11.6,1.37
2024-09-21,Braylen Walker,WR,Rice,1,13,55.0,54.0,465.0,10.6,12.0,95.6,15.7,84.0,12.0,0.82
2024-09-28,Kenneth Womack,WR,Western Michigan,1,8,57.0,68.5,553.0,11.1,7.0,96.7,68.4,31.3,14.1,2.11
2024-09-28,Kenneth Womack,WR,Western Michigan,1,0,57.0,68.5,553.0,11.1,7.0,96.7,68.4,31.3,14.1,2.11
2024-09-28,Anthony Sambucci,WR,Western Michigan,1,26,48.0,73.7,496.0,12.1,0.0,94.6,20.7,79.3,12.1,1.8
2024-09-28,Christian Fitzpatrick,WR,Marshall,1,6,79.0,65.8,723.0,14.1,7.9,95.3,29.3,69.3,16.8,1.72
2024-09-28,Anthony Sambucci,WR,Western Michigan,1,12,48.0,73.7,496.0,12.1,0.0,94.6,20.7,79.3,12.1,1.8
2024-09-28,Kenneth Womack,WR,Western Michigan,1,5,57.0,68.5,553.0,11.1,7.0,96.7,68.4,31.3,14.1,2.11
2024-09-28,Anthony Sambucci,WR,Western Michigan,1,7,48.0,73.7,496.0,12.1,0.0,94.6,20.7,79.3,12.1,1.8
2024-09-28,Christian Fitzpatrick,WR,Marshall,1,6,79.0,65.8,723.0,14.1,7.9,95.3,29.3,69.3,16.8,1.72
2024-09-28,Blake Bosma,TE,Western Michigan,1,8,42.0,72.7,608.0,7.1,2.6,82.6,28.3,8.2,10.9,1.61
2024-09-28,Kenneth Womack,WR,Western Michigan,1,22,57.0,68.5,553.0,11.1,7.0,96.7,68.4,31.3,14.1,2.11
2024-09-28,Blake Bosma,TE,Western Michigan,1,3,42.0,72.7,608.0,7.1,2.6,82.6,28.3,8.2,10.9,1.61
2024-09-28,Christian Fitzpatrick,WR,Marshall,1,3,79.0,65.8,723.0,14.1,7.9,95.3,29.3,69.3,16.8,1.72
2024-09-28,Christian Fitzpatrick,WR,Marshall,1,34,79.0,65.8,723.0,14.1,7.9,95.3,29.3,69.3,16.8,1.72
2024-09-28,Kenneth Womack,WR,Western Michigan,1,3,57.0,68.5,553.0,11.1,7.0,96.7,68.4,31.3,14.1,2.11
2024-09-28,Blake Bosma,TE,Western Michigan,1,8,42.0,72.7,608.0,7.1,2.6,82.6,28.3,8.2,10.9,1.61
2024-09-28,Anthony Sambucci,WR,Western Michigan,1,11,48.0,73.7,496.0,12.1,0.0,94.6,20.7,79.3,12.1,1.8
2024-09-28,Blake Bosma,TE,Western Michigan,1,4,42.0,72.7,608.0,7.1,2.6,82.6,28.3,8.2,10.9,1.61
2024-09-28,Kenneth Womack,WR,Western Michigan,1,5,57.0,68.5,553.0,11.1,7.0,96.7,68.4,31.3,14.1,2.11
2024-09-28,Derwin Burgess Jr.,WR,Georgia Southern,1,5,95.0,65.4,820.0,11.7,4.8,92.4,13.3,86.5,11.2,1.4
2024-09-28,Josh Dallas,WR,Georgia Southern,1,7,63.0,74.7,516.0,8.1,2.1,91.9,78.1,12.2,13.3,2.09
2024-09-28,Josh Dallas,WR,Georgia Southern,1,1,63.0,74.7,516.0,8.1,2.1,91.9,78.1,12.2,13.3,2.09
2024-09-28,Ted Hurst,WR,Georgia State,1,76,100.0,73.7,764.0,17.2,9.7,93.7,18.5,81.5,17.2,2.09
2024-09-28,Derwin Burgess Jr.,WR,Georgia Southern,1,-2,95.0,65.4,820.0,11.7,4.8,92.4,13.3,86.5,11.2,1.4
2024-09-28,Derwin Burgess Jr.,WR,Georgia Southern,1,9,95.0,65.4,820.0,11.7,4.8,92.4,13.3,86.5,11.2,1.4
2024-09-28,Michel Dukes,RB,Georgia State,1,4,48.0,80.5,325.0,0.0,4.4,82.5,7.9,10.1,8.3,1.91
2024-09-28,Derwin Burgess Jr.,WR,Georgia Southern,1,8,95.0,65.4,820.0,11.7,4.8,92.4,13.3,86.5,11.2,1.4
2024-09-28,Josh Dallas,WR,Georgia Southern,1,20,63.0,74.7,516.0,8.1,2.1,91.9,78.1,12.2,13.3,2.09
2024-09-28,Ted Hurst,WR,Georgia State,1,9,100.0,73.7,764.0,17.2,9.7,93.7,18.5,81.5,17.2,2.09
2024-09-28,Josh Dallas,WR,Georgia Southern,1,21,63.0,74.7,516.0,8.1,2.1,91.9,78.1,12.2,13.3,2.09
